GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
module2-sub-module2/module1,sample.module1,ExecutorModule1,0,12,0,0,0,4,0,3,0,3
module2-sub-module2/module2-sub-module1,sample.module2.sub1,User,106,0,16,0,3,0,17,0,9,0
